"ImportFilGuid"	"DelningDataGuid"	"Ruta"	"TypRuta"	"Provyta"	"DelYta"	"Avst1"	"Rikt1"	"Avst2"	"Rikt2"	"Avst3"	"Rikt3"	"Avst4"	"Rikt4"	"Avst5"	"Rikt5"	"Avst6"	"Rikt6"	"Avst7"	"Rikt7"	"Avst8"	"Rikt8"	"TIDSPARAD"	"DelTagNr"	"Deleted"	"TStamp"	"VERDATUM"	"FullSokvag"	"Filnamn"	"InsatsAr"	"SenastAndrad"	"ErrorLoading2"	"ErrorCode2"	"ErrorDescription2"	"LoadingEvent"	"ArsvisSokvagGuid"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"601E4DCD-61D7-4BA0-A78C-62896A63038C"	308	1	3	2	100	83	100	291	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"D0E251A0-078F-422A-993B-1708D966730E"	308	1	5	1	100	48	100	153	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"6FBE3233-9FF8-459F-B458-BBC0205D72ED"	"6C0E9BFD-5ECE-4CA0-B429-0C6A23AD600E"	308	1	7	2	100	124	100	202	100	299	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 74\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-09-03 12:48:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"93929E25-7EF8-4C2F-AB79-FDA27930ED3A"	"6A6466B2-93CC-44C3-8CF4-E2D95000DE34"	310	1	1	1	100	298	27	283	33	237	100	136	-2	-1	-1	-1	-1	-1	-1	-1	20100930010041	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag74\2010-09-29\350\Database\BasNils\Red\350.mdb"	NA	2010	2010-09-29 18:42:00	NA	NA	NA	"8BA46286-5E72-4E82-A3E3-71012C8A8D71"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"93929E25-7EF8-4C2F-AB79-FDA27930ED3A"	"A5AB0AE4-E34C-4DB6-BD49-A53A5ECDCCE2"	310	1	4	1	100	252	65	212	100	133	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100930010041	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag74\2010-09-29\350\Database\BasNils\Red\350.mdb"	NA	2010	2010-09-29 18:42:00	NA	NA	NA	"8BA46286-5E72-4E82-A3E3-71012C8A8D71"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"22A91968-F535-4970-A637-84ABCF6C75CD"	"F5ED8340-BA7F-4A8B-861E-024E155BAC5A"	310	1	8	2	100	42	31	51	100	243	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20100828132953	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag74\2010-09-10\319\Database\BasNils\Blue\319.mdb"	NA	2010	2010-09-10 21:12:00	NA	NA	NA	"CD2F0B00-EBA9-4C8E-8F93-AB1D7EA6F164"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"93929E25-7EF8-4C2F-AB79-FDA27930ED3A"	"CDAEEC38-B538-426D-9E19-BB386FB857C8"	310	1	12	1	100	225	80	304	84	347	100	82	-2	-1	-1	-1	-1	-1	-1	-1	20100930010041	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag74\2010-09-29\350\Database\BasNils\Red\350.mdb"	NA	2010	2010-09-29 18:42:00	NA	NA	NA	"8BA46286-5E72-4E82-A3E3-71012C8A8D71"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"8F941FEE-3567-45F2-B6F6-19392652D009"	"870E9277-5666-4492-8690-371E17283736"	311	1	3	1	100	233	45	220	100	356	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 70\Omrade311\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-29 01:04:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"C40C3397-CB1E-4880-9A29-E599AFDBE94D"	"EB22335B-0DE2-4EA5-8128-21A4C91CDA27"	311	1	7	1	100	314	47	254	100	143	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 70\Omrade324\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-29 01:01:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"8F941FEE-3567-45F2-B6F6-19392652D009"	"CCB57505-AEC5-43B9-A6EC-11DB520A9905"	312	1	1	1	100	214	100	97	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 70\Omrade311\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-29 01:04:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"C40C3397-CB1E-4880-9A29-E599AFDBE94D"	"E93FC0F0-8E5B-4170-9B92-9D2178FA128E"	312	1	4	1	100	357	100	110	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 70\Omrade324\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-29 01:01:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"47A4D5D7-B17E-43CF-96D4-5BF9A8BF7668"	"4D52F359-ABD1-4B09-AB36-566A45D4FE65"	312	1	11	1	100	320	45	315	44	240	100	137	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 70\Omrade312\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-25 20:46:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"D425010D-4F86-4EEA-B15B-CBF2C7197EAF"	"9B8D48D7-5CA8-47F7-9512-CB268BCFBE78"	313	1	4	1	100	212	100	28	100	67	100	176	-2	-1	-1	-1	-1	-1	-1	-1	20111002010037	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag69\2011-10-01\252\Database\BasNils\Red\252.mdb"	NA	2011	2011-10-01 09:08:00	NA	NA	NA	"B6A12B22-0A86-40CD-81AD-95AB48115051"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"D425010D-4F86-4EEA-B15B-CBF2C7197EAF"	"7893B212-2559-4475-9E92-08ED649C1F5C"	313	1	4	3	100	333	100	240	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20111002010037	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag69\2011-10-01\252\Database\BasNils\Red\252.mdb"	NA	2011	2011-10-01 09:08:00	NA	NA	NA	"B6A12B22-0A86-40CD-81AD-95AB48115051"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"D5BABF4E-6B08-475E-B9BF-B269111BA34F"	"1EE1235F-0189-426E-805B-3974BC458B47"	314	1	1	2	100	297	100	219	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20110912010151	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag71\2011-09-11\479\Database\BasNils\Red\479.mdb"	NA	2011	2011-09-06 19:53:00	NA	NA	NA	"170C9A06-6987-4C62-92A4-077261E413D8"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"78F41C5C-1FF1-443E-8996-FEB30E20771B"	"087C1224-57C7-4EAC-A5EC-09849EAC2ECD"	314	1	4	1	100	227	100	130	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20110530114327	NA	NA	NA	20110415	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag71\2011-08-26\479\Database\BasNils\Red\479.mdb"	NA	2011	2011-08-26 17:08:00	NA	NA	NA	"DF622296-978A-405E-ABC0-DBB4A9C97F39"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"78F41C5C-1FF1-443E-8996-FEB30E20771B"	"B641E474-119E-422E-8964-071EB45B8C3C"	314	1	11	2	100	84	100	4	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20110530155803	NA	NA	NA	20110415	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag71\2011-08-26\479\Database\BasNils\Red\479.mdb"	NA	2011	2011-08-26 17:08:00	NA	NA	NA	"DF622296-978A-405E-ABC0-DBB4A9C97F39"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"7CA2FB7D-705A-4A0A-AF1F-8C88FEA915E3"	"7323A1C8-EBD0-4A66-A636-1A973AA392B9"	315	1	6	2	100	83	100	303	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag76\2009-09-01\Ruta315\NILS\Databas\Röd\315.mdb"	NA	2009	2009-09-01 20:03:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"6D844B7B-0FCE-4EF0-A48D-ABFC00F5A024"	317	1	2	2	100	68	100	298	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"53692033-8E0B-487C-920A-2A3A8449F003"	317	1	5	1	100	322	40	1	100	30	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"0E2E8B2A-633A-4D1E-BA4A-1C9B329800A0"	317	1	6	1	100	344	100	171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20101119143300	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"3E2F3BC9-ADC3-40A4-8B1D-95D73D4D656A"	317	1	6	3	100	122	100	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20101119143300	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"5FE5609F-83F3-47A1-812A-AA3F17D68E23"	317	1	10	1	100	223	28	152	100	96	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"EA381DA9-73A0-43FD-825A-B0834EC2FEA3"	317	1	11	2	100	101	100	334	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"249CBF2B-784A-4366-931D-8A53BA1A9AF0"	"5E9C0FF7-17FA-4889-A4D3-B7090415681E"	317	1	12	2	100	118	100	306	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag74\2009-07-04\Ruta317\NILS\Databas\Röd\317.mdb"	NA	2009	2009-07-02 14:40:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"93929E25-7EF8-4C2F-AB79-FDA27930ED3A"	"33736D76-CD0F-4D4E-93D5-51910EAC84DA"	319	1	8	1	100	278	50	18	100	8	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	20100930010041	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag74\2010-09-29\350\Database\BasNils\Red\350.mdb"	NA	2010	2010-09-29 18:42:00	NA	NA	NA	"8BA46286-5E72-4E82-A3E3-71012C8A8D71"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"DDACAF35-71E6-4C95-B324-C8912CBC978D"	"95E3CC8D-6C62-48A2-B900-19F50C0DD445"	320	1	3	2	100	354	100	192	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 74\Omrade335\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-09-04 19:32:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"4DB05408-5E7E-4F58-B6C3-987E1995A620"	"9150A847-FF7B-4E02-858A-D665BEC561B1"	321	1	5	1	100	243	100	144	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20110917010125	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag73\2011-09-16\386\Database\BasNils\Red\386.mdb"	NA	2011	2011-09-15 14:08:00	NA	NA	NA	"0FF03882-C94E-4C1A-A5FA-DDC6C04A7C6C"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"461A40C0-D6E9-4D75-BB90-0D25655720C1"	"7D342F49-032D-4790-B6C7-DE7B3F3966E2"	321	1	6	2	100	316	62	260	100	198	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	NA	NA	NA	NA	NA	"Correction made by: AD\srh-xkaw"	NA	2011	2011-11-10 13:43:00	NA	NA	NA	NA	"6984FF8F-9FBB-430E-9A86-51C96A7E1FB7"
"4DB05408-5E7E-4F58-B6C3-987E1995A620"	"FF591EB4-45B5-4311-8DFA-EFDC0AEB95A7"	321	1	12	1	100	228	0	360	100	33	-2	-1	-1	-1	-1	-1	-1	-1	-1	-1	20110917010125	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag73\2011-09-16\386\Database\BasNils\Red\386.mdb"	NA	2011	2011-09-15 14:08:00	NA	NA	NA	"0FF03882-C94E-4C1A-A5FA-DDC6C04A7C6C"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"4654C23F-4D0E-442E-A9A0-DCE554479357"	"5002C74A-E6C4-4A42-B46B-2C647B49512E"	322	1	1	1	100	307	100	152	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 75\Ruta3222\NILS\Databas\Bl†\322.mdb"	NA	2009	2009-09-30 00:58:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"E8BCD25A-9F60-475B-A3D2-CFCB980D2219"	"27654BC3-FE86-41AD-91C3-085811660377"	322	1	4	2	100	265	100	95	100	115	100	240	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag75\2009-09-29\Ruta322\NILS\Databas\Blå\322.mdb"	NA	2009	2009-09-29 22:58:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"E8BCD25A-9F60-475B-A3D2-CFCB980D2219"	"10ADA107-725C-44CD-9547-042239EE0660"	322	1	8	2	100	296	44	278	100	248	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag75\2009-09-29\Ruta322\NILS\Databas\Blå\322.mdb"	NA	2009	2009-09-29 22:58:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"93929E25-7EF8-4C2F-AB79-FDA27930ED3A"	"3257D1CA-4D4A-4A5C-AC80-3A2C6B7A929E"	323	1	7	2	100	144	68	116	37	116	100	14	-2	-1	-1	-1	-1	-1	-1	-1	20100930010041	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_10\Lag74\2010-09-29\350\Database\BasNils\Red\350.mdb"	NA	2010	2010-09-29 18:42:00	NA	NA	NA	"8BA46286-5E72-4E82-A3E3-71012C8A8D71"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"C40C3397-CB1E-4880-9A29-E599AFDBE94D"	"2D0078FA-109A-4B67-A12A-8080D27559E9"	324	1	1	1	100	212	100	78	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 70\Omrade324\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-29 01:01:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"47A4D5D7-B17E-43CF-96D4-5BF9A8BF7668"	"76B3E546-020C-42C0-BAF9-768761E7C5E8"	324	1	8	1	100	230	100	106	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 70\Omrade312\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-25 20:46:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"EBD2D4CB-9EDC-4DB1-A475-29BDD4B5CD74"	"5590F6F6-556F-40E1-B160-0A7328F21E63"	326	1	1	1	100	332	100	110	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 74\Omrade256\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-14 10:34:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"AD82C435-CB11-4C09-8BA5-AD80D6686791"	"F1FC3E86-BA9E-49B5-B6A8-211428229E3C"	326	1	7	1	100	295	100	171	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2008\Lag 74\Omrade329\Databas\Röd\Nilsdb.mdb"	NA	2008	2008-08-11 09:26:00	NA	NA	NA	"F2A0731B-CA04-4D2C-AB83-AF7F90A6BFA4"	"99308A9E-88E4-4FCA-BB34-99292684F941"
"EEFEF347-003B-435B-9E5F-1C4045B0F3E1"	"3B09A086-D564-4AF0-B5C6-00A40B1DE4CE"	327	1	8	1	100	222	100	88	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 72\Ruta366\NILS\Databas\Röd\366.mdb"	NA	2009	2009-09-23 17:55:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"1065BD9A-D874-4005-8CC0-B1B20A9E33A4"	"9DC2306D-8E94-4732-B56A-05207B650FB6"	327	1	9	2	100	299	100	87	100	155	100	233	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 76\Ruta327\NILS\Databas\Röd\327.mdb"	NA	2009	2009-09-15 13:50:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"A09BBA54-83C7-4CA8-8889-B9562C253B30"	"8C642082-900A-42BB-8617-03C0DB84BF27"	327	1	10	2	100	75	100	227	-1	-1	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\2_FALT\Fältdata\Indata\basNILS\Allegro_databaser_från_fält_2003-2009\Säsong_2009\Lag 72\Ruta327\NILS\Databas\Röd\327.mdb"	NA	2009	2009-09-22 20:14:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"528DF55D-97EA-46F8-9758-E5602074ADD5"
"4BEC1042-E50E-442C-B497-C231F6E2F095"	"AE1C2A55-D9D7-41E8-B8B3-A390AAB2390B"	327	1	11	1	100	217	100	161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20101119143800	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag72\2009-09-23\Ruta366\NILS\Databas\Röd\366.mdb"	NA	2009	2009-09-23 16:55:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"4BEC1042-E50E-442C-B497-C231F6E2F095"	"1736429C-1670-4A9E-9A7D-32FC8B2C3B83"	327	1	11	3	100	131	100	311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20101119143800	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag72\2009-09-23\Ruta366\NILS\Databas\Röd\366.mdb"	NA	2009	2009-09-23 16:55:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"6FFE86DB-1817-490D-BEE1-CC971E4222F6"	"D8F44623-E64A-4052-827D-1E8D72B48D42"	327	1	12	2	100	15	0	360	100	270	-1	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_09\Lag72\2009-09-23\Ruta327\NILS\Databas\Röd\327.mdb"	NA	2009	2009-09-22 19:14:00	NA	NA	NA	"0D963FBB-2E81-4657-8616-A250E848CEF4"	"27E00B2B-E80A-4D59-9EEA-0280F899B5F7"
"95161048-5FA3-4398-B600-DB07101AAED0"	"63F67033-45B3-4BF9-ABF4-0CB83E693718"	330	1	6	1	100	216	100	310	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	-2	-1	20110807092328	NA	NA	NA	20110415	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag73\2011-08-31\380\Database\BasNils\Red\380.mdb"	NA	2011	2011-08-31 19:05:00	NA	NA	NA	"8733116D-B7D2-4572-96AF-BC52E5070E65"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
"4DB05408-5E7E-4F58-B6C3-987E1995A620"	"6E09E06B-A307-4013-8A13-79B85B496915"	330	1	8	1	100	199	64	234	100	256	100	275	12	143	100	75	-2	-1	-1	-1	20110917010125	NA	NA	NA	NA	"\\terra.srh.slu.se\NilsFileTransfer_BaseData_TeamRoot_11\Lag73\2011-09-16\386\Database\BasNils\Red\386.mdb"	NA	2011	2011-09-15 14:08:00	NA	NA	NA	"0FF03882-C94E-4C1A-A5FA-DDC6C04A7C6C"	"06DE1F00-D8B9-4741-B927-BE1F867B906E"
